Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
15000.00,2013-01-04,debt_consolidation,721,5.95%,924xx,CA,< 1 year,0
14000.00,2013-01-04,debt_consolidation,692,52.16%,906xx,CA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,721,5.95%,924xx,CA,< 1 year,0
30000.00,2013-01-04,debt_consolidation,637,13.93%,780xx,TX,1 year,0
2000.00,2013-01-04,debt_consolidation,558,16.71%,232xx,VA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,661,44.58%,314xx,GA,< 1 year,0
12500.00,2013-01-04,debt_consolidation,637,17.65%,741xx,OK,< 1 year,0
8000.00,2013-01-04,debt_consolidation,634,36.52%,293xx,SC,< 1 year,0
5000.00,2013-01-04,credit_card,679,81.14%,802xx,CO,< 1 year,0
35000.00,2013-01-04,Debt consolidation,666,13.52%,310xx,GA,6 years,0
20000.00,2013-01-04,home_improvement,626,10.51%,770xx,TX,< 1 year,0
5000.00,2013-01-04,other,669,43.42%,336xx,FL,< 1 year,0
15000.00,2013-01-04,debt_consolidation,657,12.28%,945xx,CA,< 1 year,0
20000.00,2013-01-04,debt_consolidation,676,36.82%,238xx,VA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,656,27.69%,972xx,OR,< 1 year,0
20000.00,2013-01-04,credit_card,633,68.58%,441xx,OH,< 1 year,0
18000.00,2013-01-04,debt_consolidation,654,13.97%,086xx,NJ,< 1 year,0
10000.00,2013-01-04,credit_card,680,38.78%,338xx,FL,< 1 year,0
1000.00,2013-01-04,home_improvement,531,2.62%,444xx,OH,< 1 year,0
5000.00,2013-01-04,debt_consolidation,563,25.67%,335xx,FL,< 1 year,0
35000.00,2013-01-04,home_improvement,637,11.45%,023xx,MA,< 1 year,0
3000.00,2013-01-04,other,682,1.11%,600xx,IL,< 1 year,0
3500.00,2013-01-04,home_improvement,548,12.12%,622xx,IL,< 1 year,0
17000.00,2013-01-04,debt free,684,28.9%,065xx,CT,7 years,0
11000.00,2013-01-04,home_improvement,553,21.41%,448xx,OH,< 1 year,0
15000.00,2013-01-04,debt_consolidation,642,22.99%,710xx,LA,< 1 year,0
1000.00,2013-01-04,medical,0,0%,200xx,DC,< 1 year,0
10000.00,2013-01-04,car,552,9.15%,207xx,MD,< 1 year,0
1500.00,2013-01-04,debt_consolidation,594,9.34%,676xx,KS,< 1 year,0
10000.00,2013-01-04,car,524,14.4%,065xx,CT,< 1 year,0
8000.00,2013-01-04,small_business,616,18%,036xx,NH,< 1 year,0
35000.00,2013-01-04,debt_consolidation,590,16.63%,544xx,WI,< 1 year,0
30000.00,2013-01-04,debt_consolidation,654,20.88%,750xx,TX,< 1 year,0
8000.00,2013-01-04,debt_consolidation,656,21.62%,148xx,NY,< 1 year,0
7500.00,2013-01-04,home_improvement,507,0%,752xx,TX,< 1 year,0
5000.00,2013-01-04,other,617,5.51%,331xx,FL,< 1 year,0
10000.00,2013-01-04,debt_consolidation,660,48.4%,220xx,VA,< 1 year,0
25000.00,2013-01-04,house,646,4.71%,765xx,TX,< 1 year,0
25000.00,2013-01-04,debt_consolidation,734,39.15%,024xx,MA,< 1 year,0
8000.00,2013-01-04,debt_consolidation,658,5.05%,148xx,NY,< 1 year,0
10000.00,2013-01-04,other,0,2.73%,113xx,NY,< 1 year,0
30000.00,2013-01-04,other,703,30.53%,111xx,NY,< 1 year,0
5000.00,2013-01-04,credit_card,658,12.66%,209xx,MD,< 1 year,0
20000.00,2013-01-04,debt_consolidation,636,15.86%,752xx,TX,< 1 year,0
15000.00,2013-01-04,Pay off Bills,698,12.17%,134xx,NY,10+ years,0
10000.00,2013-01-04,debt_consolidation,633,31.82%,956xx,CA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,709,39.38%,170xx,PA,< 1 year,0
25000.00,2013-01-04,Debt consolidation ,665,18.09%,273xx,NC,8 years,0
35000.00,2013-01-04,debt_consolidation,628,35.75%,445xx,OH,< 1 year,0
17000.00,2013-01-04,major_purchase,696,10.71%,440xx,OH,< 1 year,0
30000.00,2013-01-04,credit_card,694,32.45%,010xx,MA,< 1 year,0
17000.00,2013-01-04,home_improvement,654,38.21%,180xx,PA,< 1 year,0
1000.00,2013-01-04,medical,0,0%,029xx,RI,< 1 year,0
15000.00,2013-01-04,debt_consolidation,720,35.58%,932xx,CA,< 1 year,0
1000.00,2013-01-04,other,468,7.54%,181xx,PA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,658,14.6%,084xx,NJ,< 1 year,0
1350.00,2013-01-04,other,618,5.72%,301xx,GA,< 1 year,0
10000.00,2013-01-04,major_purchase,654,7.3%,070xx,NJ,< 1 year,0
20000.00,2013-01-04,home_improvement,659,14.58%,481xx,MI,< 1 year,0
2000.00,2013-01-04,car,604,7.38%,480xx,MI,< 1 year,0
5000.00,2013-01-04,other,594,0.35%,017xx,MA,< 1 year,0
2775.00,2013-01-04,other,671,23.77%,321xx,FL,< 1 year,0
23000.00,2013-01-04,debt_consolidation,739,43%,103xx,NY,7 years,0
35000.00,2013-01-04,Debt consolidation,679,17.19%,070xx,NJ,8 years,0
3500.00,2013-01-04,other,595,13.84%,027xx,MA,< 1 year,0
15000.00,2013-01-04,other,737,29.17%,342xx,FL,5 years,0
3000.00,2013-01-04,other,622,6%,728xx,AR,< 1 year,0
12500.00,2013-01-04,credit_card,618,19.06%,600xx,IL,< 1 year,0
2000.00,2013-01-04,debt_consolidation,494,15.8%,597xx,MT,< 1 year,0
1000.00,2013-01-04,moving,,-1%,317xx,GA,< 1 year,0
20000.00,2013-01-04,debt_consolidation,695,26.54%,313xx,GA,< 1 year,0
35000.00,2013-01-04,small_business,635,13.2%,089xx,NJ,< 1 year,0
2000.00,2013-01-04,other,641,27.64%,164xx,PA,< 1 year,0
7000.00,2013-01-04,home_improvement,618,9.35%,029xx,RI,< 1 year,0
35000.00,2013-01-04,debt_consolidation,696,35.38%,172xx,PA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,659,11.89%,335xx,FL,< 1 year,0
7000.00,2013-01-04,other,485,0.38%,018xx,MA,< 1 year,0
5000.00,2013-01-04,other,706,40.97%,850xx,AZ,< 1 year,0
30000.00,2013-01-04,debt_consolidation,713,18.38%,337xx,FL,10+ years,0
2000.00,2013-01-04,other,617,100.95%,280xx,NC,< 1 year,0
20000.00,2013-01-04,debt_consolidation,607,11.6%,313xx,GA,< 1 year,0
30000.00,2013-01-04,credit_card,713,39%,282xx,NC,< 1 year,0
5500.00,2013-01-04,other,631,5.7%,953xx,CA,< 1 year,0
12500.00,2013-01-04,debt_consolidation,640,17.98%,600xx,IL,< 1 year,0
5000.00,2013-01-04,debt_consolidation,595,24.34%,939xx,CA,< 1 year,0
25000.00,2013-01-04,debt_consolidation,605,80.01%,776xx,TX,< 1 year,0
3500.00,2013-01-04,credit_card,708,57.16%,972xx,OR,< 1 year,0
15000.00,2013-01-04,debt_consolidation,682,38.4%,350xx,AL,< 1 year,0
15000.00,2013-01-04,debt_consolidation,672,25.78%,194xx,PA,< 1 year,0
25000.00,2013-01-04,debt_consolidation,605,18.94%,123xx,NY,2 years,0
30000.00,2013-01-04,debt_consolidation,0,0%,027xx,RI,< 1 year,0
8000.00,2013-01-04,wedding,0,0%,200xx,DC,< 1 year,0
7000.00,2013-01-04,debt_consolidation,643,14.6%,940xx,CA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,629,20.27%,939xx,CA,< 1 year,0
15000.00,2013-01-04,small_business,662,4.7%,606xx,IL,< 1 year,0
1000.00,2013-01-04,moving,617,3.25%,152xx,PA,< 1 year,0
17000.00,2013-01-04,major_purchase,652,7.45%,783xx,TX,< 1 year,0
10000.00,2013-01-04,debt_consolidation,673,25.9%,939xx,CA,< 1 year,0
20000.00,2013-01-04,debt_consolidation,678,47.97%,452xx,OH,< 1 year,0
1000.00,2013-01-04,other,538,20.05%,440xx,OH,< 1 year,0
18000.00,2013-01-04,debt_consolidation,0,0%,967xx,HI,< 1 year,0
35000.00,2013-01-04,debt_consolidation,694,47.91%,029xx,RI,< 1 year,0
1500.00,2013-01-04,credit_card,0,0%,185xx,PA,< 1 year,0
20000.00,2013-01-04,vacation,626,10.95%,981xx,WA,< 1 year,0
11500.00,2013-01-04,credit_card,658,11.02%,900xx,CA,< 1 year,0
3800.00,2013-01-04,debt_consolidation,628,4.88%,841xx,UT,< 1 year,0
10000.00,2013-01-04,credit_card,658,17.49%,296xx,SC,< 1 year,0
30000.00,2013-01-04,other,674,24.56%,668xx,KS,< 1 year,0
7000.00,2013-01-04,house,710,20.48%,773xx,TX,< 1 year,0
8000.00,2013-01-04,credit_card,655,13.57%,853xx,AZ,< 1 year,0
20000.00,2013-01-04,Debt consolidation,693,10.21%,133xx,NY,10+ years,0
4500.00,2013-01-04,other,636,18.96%,989xx,WA,< 1 year,0
15500.00,2013-01-04,debt_consolidation,720,44.65%,236xx,VA,< 1 year,0
4000.00,2013-01-04,other,593,12.85%,497xx,MI,< 1 year,0
5000.00,2013-01-04,debt_consolidation,593,12.48%,331xx,FL,< 1 year,0
1500.00,2013-01-04,major_purchase,475,1.63%,300xx,GA,< 1 year,0
25000.00,2013-01-04,Credit card refinancing,669,10.62%,481xx,MI,5 years,0
35000.00,2013-01-04,credit_card,627,0.89%,950xx,CA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,650,17.27%,604xx,IL,< 1 year,0
30000.00,2013-01-04,debt_consolidation,690,51.46%,945xx,CA,< 1 year,0
5000.00,2013-01-04,debt_consolidation,635,13.58%,331xx,FL,< 1 year,0
35000.00,2013-01-04,debt_consolidation,624,18.76%,604xx,IL,< 1 year,0
4750.00,2013-01-04,other,584,81.35%,295xx,SC,< 1 year,0
1000.00,2013-01-04,other,580,68.78%,282xx,NC,< 1 year,0
23225.00,2013-01-04,credit_card,679,43%,300xx,GA,< 1 year,0
5000.00,2013-01-04,other,620,75.5%,411xx,KY,< 1 year,0
35000.00,2013-01-04,credit card refi,699,9.18%,927xx,CA,10+ years,0
9150.00,2013-01-04,debt_consolidation,634,13.8%,900xx,CA,5 years,0
7500.00,2013-01-04,home_improvement,650,4.58%,128xx,NY,< 1 year,0
5000.00,2013-01-04,wedding,0,14.31%,984xx,WA,< 1 year,0
25000.00,2013-01-04,house,700,18.03%,926xx,CA,< 1 year,0
25000.00,2013-01-04,debt_consolidation,695,43.29%,452xx,OH,< 1 year,0
30000.00,2013-01-04,credit_card,683,41.83%,465xx,IN,< 1 year,0
1500.00,2013-01-04,medical,593,21.79%,144xx,NY,< 1 year,0
8100.00,2013-01-04,debt_consolidation,641,15.17%,443xx,OH,< 1 year,0
30000.00,2013-01-04,car,658,16.87%,301xx,GA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,670,50.78%,971xx,OR,< 1 year,0
12500.00,2013-01-04,credit_card,665,56.76%,330xx,FL,< 1 year,0
5000.00,2013-01-04,debt_consolidation,600,4.44%,967xx,HI,< 1 year,0
1500.00,2013-01-04,debt_consolidation,633,0.89%,112xx,NY,< 1 year,0
8000.00,2013-01-04,other,616,29.92%,225xx,VA,< 1 year,0
10000.00,2013-01-04,small_business,609,15.06%,464xx,IN,< 1 year,0
35000.00,2013-01-04,debt_consolidation,709,38.41%,784xx,TX,< 1 year,0
30000.00,2013-01-04,Debt Consolidation,683,18.35%,366xx,AL,6 years,0
5000.00,2013-01-04,credit_card,627,25.82%,853xx,AZ,< 1 year,0
35000.00,2013-01-04,debt_consolidation,656,19.19%,970xx,OR,< 1 year,0
33000.00,2013-01-04,debt_consolidation,655,40.07%,982xx,WA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,635,42.77%,923xx,CA,< 1 year,0
6000.00,2013-01-04,credit_card,697,49.44%,409xx,KY,< 1 year,0
1000.00,2013-01-04,other,575,41.39%,606xx,IL,< 1 year,0
1000.00,2013-01-04,other,0,0.5%,359xx,AL,< 1 year,0
35000.00,2013-01-04,debt_consolidation,599,27.95%,626xx,IL,< 1 year,0
25000.00,2013-01-04,debt_consolidation,677,42.06%,350xx,AL,< 1 year,0
21000.00,2013-01-04,debt_consolidation,681,28.73%,626xx,IL,< 1 year,0
25000.00,2013-01-04,credit_card,633,20.84%,991xx,WA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,670,19.05%,080xx,NJ,3 years,0
2200.00,2013-01-04,debt_consolidation,0,0%,600xx,IL,< 1 year,0
2000.00,2013-01-04,car,0,9.61%,802xx,CO,< 1 year,0
35000.00,2013-01-04,debt_consolidation,659,18.39%,088xx,NJ,< 1 year,0
1000.00,2013-01-04,debt_consolidation,624,15.9%,442xx,OH,< 1 year,0
35000.00,2013-01-04,credit_card,647,15.06%,971xx,OR,< 1 year,0
7000.00,2013-01-04,debt_consolidation,680,29.69%,207xx,MD,< 1 year,0
15000.00,2013-01-04,credit_card,659,12.77%,423xx,KY,< 1 year,0
8000.00,2013-01-04,debt_consolidation,587,103.15%,231xx,VA,< 1 year,0
1000.00,2013-01-04,debt_consolidation,519,0%,324xx,FL,< 1 year,0
13500.00,2013-01-04,debt_consolidation,648,3.88%,303xx,GA,< 1 year,0
25000.00,2013-01-04,credit_card,658,73.91%,285xx,NC,< 1 year,0
11000.00,2013-01-04,Invest. Loan,669,4.99%,066xx,CT,5 years,0
25000.00,2013-01-04,Debt consolidation,676,32.58%,970xx,OR,3 years,0
30000.00,2013-01-04,CCPAYOFF,681,19.17%,928xx,CA,8 years,0
15000.00,2013-01-04,debt_consolidation,629,15.14%,970xx,OR,< 1 year,0
35000.00,2013-01-04,debt_consolidation,614,15.09%,972xx,OR,< 1 year,0
5000.00,2013-01-04,home_improvement,0,0.98%,967xx,HI,< 1 year,0
20000.00,2013-01-04,debt_consolidation,618,3.47%,655xx,MO,< 1 year,0
5000.00,2013-01-04,other,684,29.07%,701xx,LA,6 years,0
8000.00,2013-01-04,debt_consolidation,654,14.19%,907xx,CA,< 1 year,0
5000.00,2013-01-04,debt_consolidation,622,25.45%,956xx,CA,< 1 year,0
30000.00,2013-01-04,major_purchase,570,4.47%,601xx,IL,< 1 year,0
15000.00,2013-01-04,Credit card refinancing,671,30.96%,937xx,CA,8 years,0
3000.00,2013-01-04,debt_consolidation,675,47.02%,070xx,NJ,< 1 year,0
20000.00,2013-01-04,debt_consolidation,677,31.39%,189xx,PA,< 1 year,0
12000.00,2013-01-04,credit_card,656,22.54%,775xx,TX,< 1 year,0
25000.00,2013-01-04,debt_consolidation,685,41.68%,199xx,DE,< 1 year,0
10000.00,2013-01-04,small_business,598,19.38%,770xx,TX,< 1 year,0
1000.00,2013-01-04,other,502,43.51%,731xx,OK,< 1 year,0
2000.00,2013-01-04,other,640,25.6%,946xx,CA,< 1 year,0
5000.00,2013-01-04,vacation,653,39.05%,630xx,MO,< 1 year,0
10000.00,2013-01-04,other,0,0%,088xx,NJ,< 1 year,0
35000.00,2013-01-04,debt_consolidation,620,19.94%,078xx,NJ,< 1 year,0
1500.00,2013-01-04,vacation,0,0%,104xx,NY,< 1 year,0
5000.00,2013-01-04,debt_consolidation,681,53%,637xx,MO,< 1 year,0
30000.00,2013-01-04,debt_consolidation,526,13.06%,398xx,GA,< 1 year,0
5000.00,2013-01-04,debt_consolidation,544,2.21%,940xx,CA,< 1 year,0
9750.00,2013-01-04,Debt consolidation,669,14.1%,104xx,NY,10+ years,0
6000.00,2013-01-04,other,0,0%,499xx,MI,< 1 year,0
35000.00,2013-01-04,small_business,642,31.12%,350xx,AL,< 1 year,0
30000.00,2013-01-04,debt_consolidation,615,10.85%,925xx,CA,< 1 year,0
5000.00,2013-01-04,home_improvement,681,37.64%,436xx,OH,< 1 year,0
20000.00,2013-01-04,house,647,17.61%,140xx,NY,< 1 year,0
3500.00,2013-01-04,Business Loan,670,5.63%,750xx,TX,5 years,0
17500.00,2013-01-04,debt_consolidation,721,43.81%,191xx,PA,< 1 year,0
20000.00,2013-01-04,debt_consolidation,608,14%,840xx,UT,< 1 year,0
3000.00,2013-01-04,debt_consolidation,597,11.61%,937xx,CA,< 1 year,0
1200.00,2013-01-04,homeloan,715,12.04%,871xx,NM,4 years,0
1000.00,2013-01-04,moving,0,0%,317xx,GA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,688,35.52%,853xx,AZ,< 1 year,0
30000.00,2013-01-04,debt_consolidation,593,22.39%,606xx,IL,< 1 year,0
30000.00,2013-01-04,debt_consolidation,520,1.97%,911xx,CA,< 1 year,0
7800.00,2013-01-04,debt_consolidation,640,18.41%,418xx,KY,< 1 year,0
6000.00,2013-01-04,debt_consolidation,596,19.55%,112xx,NY,< 1 year,0
10000.00,2013-01-04,debt_consolidation,634,15.63%,917xx,CA,< 1 year,0
25000.00,2013-01-04,debt_consolidation,637,17.64%,294xx,SC,< 1 year,0
5000.00,2013-01-04,debt_consolidation,538,195%,844xx,UT,< 1 year,0
30000.00,2013-01-04,major_purchase,615,15.45%,152xx,PA,< 1 year,0
30000.00,2013-01-04,debt_consolidation,620,27.71%,606xx,IL,< 1 year,0
10000.00,2013-01-04,other,587,26.73%,366xx,AL,< 1 year,0
15000.00,2013-01-04,pay off credit cards,663,20.1%,328xx,FL,n/a,0
2000.00,2013-01-04,other,551,40.9%,283xx,NC,< 1 year,0
15000.00,2013-01-04,debt_consolidation,711,23.62%,152xx,PA,< 1 year,0
20000.00,2013-01-04,debt_consolidation,659,20.57%,799xx,TX,< 1 year,0
3500.00,2013-01-04,debt_consolidation,570,38.4%,282xx,NC,< 1 year,0
7500.00,2013-01-04,car,721,0.17%,085xx,NJ,< 1 year,0
20000.00,2013-01-04,debt_consolidation,651,32.94%,186xx,PA,< 1 year,0
15175.00,2013-01-04,debt_consolidation,656,11.23%,232xx,VA,< 1 year,0
1000.00,2013-01-04,other,0,0%,232xx,VA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,684,48.37%,235xx,VA,< 1 year,0
5000.00,2013-01-04,vacation,636,18.06%,713xx,LA,< 1 year,0
10000.00,2013-01-04,other,616,10.29%,956xx,CA,< 1 year,0
35000.00,2013-01-04,house,659,4.84%,981xx,WA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,659,26.04%,068xx,CT,< 1 year,0
20000.00,2013-01-04,debt_consolidation,636,35.19%,186xx,PA,< 1 year,0
20000.00,2013-01-04,credit_card,584,28.83%,658xx,MO,< 1 year,0
3500.00,2013-01-04,debt_consolidation,637,11.54%,917xx,CA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,729,25.47%,221xx,VA,< 1 year,0
7000.00,2013-01-04,other,567,37.2%,532xx,WI,5 years,0
35000.00,2013-01-04,debt_consolidation,657,15.73%,274xx,NC,< 1 year,0
1000.00,2013-01-04,medical,0,0%,023xx,MA,< 1 year,0
10000.00,2013-01-04,other,719,34.08%,841xx,UT,< 1 year,0
1000.00,2013-01-04,moving,484,13.2%,559xx,MN,< 1 year,0
15000.00,2013-01-04,home_improvement,612,18.73%,070xx,NJ,4 years,0
25000.00,2013-01-04,debt_consolidation,653,17.63%,365xx,AL,< 1 year,0
20000.00,2013-01-04,debt_consolidation,659,7.07%,769xx,TX,< 1 year,0
8000.00,2013-01-04,Better interest rate on cards,696,20.39%,023xx,MA,2 years,0
20000.00,2013-01-04,debt_consolidation,677,21.27%,201xx,VA,< 1 year,0
7500.00,2013-01-04,car,660,23.76%,945xx,CA,< 1 year,0
30000.00,2013-01-04,credit_card,629,4.91%,221xx,VA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,800,38.25%,182xx,PA,6 years,0
20000.00,2013-01-04,debt_consolidation,697,55.02%,175xx,PA,< 1 year,0
10000.00,2013-01-04,credit_card,607,28.56%,972xx,OR,< 1 year,0
35000.00,2013-01-04,Wedding,675,7.89%,105xx,NY,1 year,0
5000.00,2013-01-04,debt_consolidation,520,30.42%,286xx,NC,< 1 year,0
2500.00,2013-01-04,credit_card,624,4.96%,606xx,IL,< 1 year,0
1500.00,2013-01-04,debt_consolidation,0,0%,324xx,FL,< 1 year,0
11000.00,2013-01-04,debt_consolidation,599,26.78%,770xx,TX,< 1 year,0
25000.00,2013-01-04,debt_consolidation,625,21.15%,170xx,PA,< 1 year,0
12000.00,2013-01-04,credit_card,680,21.5%,234xx,VA,< 1 year,0
2500.00,2013-01-04,debt_consolidation,584,3.63%,918xx,CA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,652,7.46%,206xx,MD,< 1 year,0
1000.00,2013-01-04,other,559,30.34%,606xx,IL,< 1 year,0
15000.00,2013-01-04,Medical,736,11.76%,773xx,TX,n/a,0
35000.00,2013-01-04,debt_consolidation,687,43.46%,346xx,FL,< 1 year,0
7000.00,2013-01-04,moving,552,10%,870xx,NM,< 1 year,0
30000.00,2013-01-04,debt_consolidation,658,13.88%,326xx,FL,< 1 year,0
30000.00,2013-01-04,Energy Saving Home Improvement Upgrades,722,30.99%,173xx,PA,2 years,0
25000.00,2013-01-04,small_business,560,2.35%,088xx,NJ,< 1 year,0
21850.00,2013-01-04,debt_consolidation,682,43.23%,117xx,NY,< 1 year,0
10000.00,2013-01-04,major_purchase,709,7.07%,194xx,PA,< 1 year,0
25000.00,2013-01-04,credit_card,,-1%,191xx,PA,< 1 year,0
35000.00,2013-01-04,home_improvement,634,17.34%,923xx,CA,< 1 year,0
10000.00,2013-01-04,credit_card,485,9.11%,482xx,MI,< 1 year,0
20000.00,2013-01-04,debt_consolidation,650,10.32%,630xx,MO,10+ years,0
6100.00,2013-01-04,credit_card,695,38%,104xx,NY,< 1 year,0
3000.00,2013-01-04,debt_consolidation,670,27.29%,450xx,OH,4 years,0
2500.00,2013-01-04,other,646,13.4%,923xx,CA,6 years,0
10000.00,2013-01-04,debt_consolidation,694,80.54%,972xx,OR,< 1 year,0
30000.00,2013-01-04,debt_consolidation,651,8.94%,035xx,NH,< 1 year,0
35000.00,2013-01-04,debt_consolidation,661,32.5%,211xx,MD,< 1 year,0
10000.00,2013-01-04,debt_consolidation,618,25.2%,272xx,NC,< 1 year,0
33500.00,2013-01-04,debt_consolidation,657,5.07%,773xx,TX,< 1 year,0
25000.00,2013-01-04, Debt Consolidation,670,10.98%,170xx,PA,n/a,0
8000.00,2013-01-04,debt_consolidation,658,9.41%,958xx,CA,< 1 year,0
10000.00,2013-01-04,Debt consolidation,675,26.11%,840xx,UT,< 1 year,0
13000.00,2013-01-04,home_improvement,718,16.07%,432xx,OH,< 1 year,0
1500.00,2013-01-04,car,623,30.83%,658xx,MO,< 1 year,0
35000.00,2013-01-04,debt_consolidation,653,43.65%,014xx,MA,< 1 year,0
1800.00,2013-01-04,car,695,0%,081xx,NJ,< 1 year,0
3000.00,2013-01-04,major_purchase,670,27.29%,450xx,OH,< 1 year,0
6500.00,2013-01-04,other,620,8.03%,010xx,MA,< 1 year,0
1000.00,2013-01-04,renewable_energy,0,0%,995xx,AK,< 1 year,0
2500.00,2013-01-04,major_purchase,606,11.94%,952xx,CA,< 1 year,0
5000.00,2013-01-04,major_purchase,672,9.7%,923xx,CA,2 years,0
10000.00,2013-01-04,credit_card,658,5.05%,148xx,NY,< 1 year,0
16000.00,2013-01-04,debt_consolidation,654,10.07%,945xx,CA,< 1 year,0
3000.00,2013-01-04,other,520,36.11%,063xx,CT,< 1 year,0
30000.00,2013-01-04,home_improvement,744,3.06%,300xx,GA,< 1 year,0
25000.00,2013-01-04,credit_card,655,19.42%,282xx,NC,< 1 year,0
7000.00,2013-01-04,wedding,639,19.71%,794xx,TX,< 1 year,0
30000.00,2013-01-04,other,658,45.94%,952xx,CA,< 1 year,0
6000.00,2013-01-04,home_improvement,655,26.53%,283xx,NC,< 1 year,0
7500.00,2013-01-04,debt_consolidation,655,14.46%,750xx,TX,< 1 year,0
7000.00,2013-01-04,other,532,0.14%,531xx,WI,< 1 year,0
10000.00,2013-01-04,debt_consolidation,577,5%,280xx,NC,< 1 year,0
5000.00,2013-01-04,credit_card,645,13.45%,193xx,PA,< 1 year,0
10000.00,2013-01-04,credit_card,704,39.92%,251xx,WV,< 1 year,0
1000.00,2013-01-04,moving,552,14.56%,328xx,FL,< 1 year,0
2500.00,2013-01-04,credit_card,474,4.35%,330xx,FL,< 1 year,0
8000.00,2013-01-04,debt_consolidation,458,14.68%,372xx,TX,< 1 year,0
1600.00,2013-01-04,other,706,5.21%,840xx,UT,< 1 year,0
6000.00,2013-01-04,wedding,645,36.84%,180xx,PA,< 1 year,0
10000.00,2013-01-04,major_purchase,605,12.45%,070xx,NJ,< 1 year,0
1500.00,2013-01-04,small_business,460,0.19%,486xx,MI,< 1 year,0
35000.00,2013-01-04,debt_consolidation,697,55.79%,282xx,NC,< 1 year,0
3000.00,2013-01-04,credit_card,621,30.53%,927xx,CA,< 1 year,0
3000.00,2013-01-04,home_improvement,589,2.95%,330xx,FL,< 1 year,0
5000.00,2013-01-04,major_purchase,563,2.88%,147xx,NY,< 1 year,0
20000.00,2013-01-04,debt_consolidation,667,37.48%,270xx,NC,< 1 year,0
1500.00,2013-01-04,other,656,2.08%,945xx,CA,2 years,0
35000.00,2013-01-04,debt_consolidation,703,37.14%,422xx,KY,< 1 year,0
3000.00,2013-01-04,debt_consolidation,683,31.95%,142xx,NY,< 1 year,0
35000.00,2013-01-04,Credit Card PayOff Loan,702,8.25%,024xx,MA,2 years,0
2500.00,2013-01-04,house,625,10.74%,852xx,AZ,< 1 year,0
2000.00,2013-01-04,debt_consolidation,689,54%,700xx,LA,< 1 year,0
3000.00,2013-01-04,moving,589,2.87%,330xx,FL,< 1 year,0
3000.00,2013-01-04,small_business,641,76.72%,853xx,AZ,< 1 year,0
5500.00,2013-01-04,PAY BACK,690,16.48%,274xx,NC,10+ years,0
5000.00,2013-01-04,other,0,0.32%,907xx,CA,< 1 year,0
16000.00,2013-01-04,credit_card,717,38.55%,922xx,CA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,652,18.34%,104xx,NY,< 1 year,0
3000.00,2013-01-04,credit_card,630,4.03%,945xx,CA,< 1 year,0
25000.00,2013-01-04,house,717,12.68%,066xx,CT,< 1 year,0
2000.00,2013-01-04,debt_consolidation,487,2.78%,919xx,CA,< 1 year,0
30000.00,2013-01-04,debt_consolidation,678,48.33%,425xx,KY,< 1 year,0
15000.00,2013-01-04,car,0,0%,363xx,AL,< 1 year,0
2000.00,2013-01-04,moving,570,12.99%,970xx,OR,< 1 year,0
3500.00,2013-01-04,major_purchase,608,44.96%,245xx,VA,< 1 year,0
3000.00,2013-01-04,credit_card,491,11.68%,954xx,CA,< 1 year,0
10000.00,2013-01-04,freedom,695,10.24%,605xx,IL,3 years,0
